,pseudo_ALG,main_ALG,DATASET,method,vMAE,vSTD,eMAE,vs
149,MLP,GradientBoostingRegressor,CT,SSL,0.8018770393118553,0.2855203892134445,0.8367770416736127,[-1.08382789 -1.20869438 -0.52100398 -0.5815902  -0.61426876]
150,MLP,Lasso,CT+clinical,SSL,0.8709577234991255,0.26530851438493347,0.8702633579980221,[-1.08324163 -1.23858583 -0.5070676  -0.67356163 -0.85233192]
151,MLP,BaggingRegressor,CT+clinical,SSL,0.8179167898102555,0.42209038096571644,0.9209447645077811,[-1.22966108 -1.41201462 -0.59132897 -0.34657312 -0.51000617]
152,MLP,KNeighborsRegressor,CT+clinical,SSL,0.779709299655184,0.33249989737886626,0.6494892288494418,[-0.98053763 -1.32672833 -0.4695118  -0.45786038 -0.66390836]
153,MLP,AdaBoostRegressor,CT+clinical,SSL,0.7369999637223479,0.38663583600571155,0.8443053415525993,[-1.02327747 -1.354366   -0.40944882 -0.37442277 -0.52348476]
154,MLP,LinearRegression,CT+clinical,SSL,0.7858123230604179,0.3188159821151919,0.8551986831936146,[-1.04431185 -1.28467782 -0.50374164 -0.55072728 -0.54560301]
155,MLP,SVR,CT+clinical,SSL,0.8320745884729348,0.2877866769953862,0.7836038481144417,[-1.03029585 -1.21100148 -0.45233344 -0.54960425 -0.91713792]
156,MLP,DecisionTreeRegressor,CT+clinical,SSL,0.9741923520252851,0.33981736777393423,0.8817081428965171,[-1.39479394 -1.36936243 -0.68905614 -0.60346002 -0.81428923]
157,MLP,RandomForestRegressor,CT+clinical,SSL,0.7413830470212617,0.3552365231314868,0.9137152658435896,[-1.02946477 -1.28451908 -0.5748342  -0.45566514 -0.36243204]
158,MLP,MLPRegressor,CT+clinical,SSL,0.6806299536383806,0.4511563681607265,0.914777398180885,[-1.15136914 -1.28449423 -0.49838631 -0.22748115 -0.24141894]
159,MLP,GradientBoostingRegressor,CT+clinical,SSL,0.8285328288052203,0.2764655938085077,0.8396791662558621,[-1.06533921 -1.20378595 -0.49962162 -0.55093497 -0.82298239]
160,MLP,Lasso,PT+clinical,SSL,0.9575064343151217,0.1722197088132558,0.8066108344985936,[-1.05002639 -1.20274474 -0.69198502 -0.86444211 -0.97833392]
161,MLP,BaggingRegressor,PT+clinical,SSL,0.8518370672927965,0.2672469166207525,0.856778303931585,[-1.04671916 -1.21868214 -0.47809086 -0.64123703 -0.87445614]
162,MLP,KNeighborsRegressor,PT+clinical,SSL,0.7437172954577992,0.26113967864125937,0.7485896988714895,[-0.91404843 -1.16493731 -0.49988267 -0.65536326 -0.4843548 ]
163,MLP,AdaBoostRegressor,PT+clinical,SSL,0.9131161309131681,0.1511441162147981,0.8023289838404061,[-0.98844707 -1.15860072 -0.71545063 -0.82298701 -0.88009523]
164,MLP,LinearRegression,PT+clinical,SSL,0.9429839648674776,0.1795331212347502,0.7348904934520732,[-1.07572476 -1.15155089 -0.6481171  -0.8422536  -0.99727347]
165,MLP,SVR,PT+clinical,SSL,0.8082696353279731,0.253581194611048,0.797979809427105,[-1.06259676 -1.15928965 -0.53328537 -0.68452254 -0.60165386]
166,MLP,DecisionTreeRegressor,PT+clinical,SSL,1.0305011766761125,0.3174647291718052,0.711486577689807,[-1.22887381 -1.54299093 -0.93514389 -0.76401332 -0.68148394]
167,MLP,RandomForestRegressor,PT+clinical,SSL,0.8404823958418998,0.22677558316559338,0.8042402360072829,[-1.04303566 -1.14376908 -0.58637108 -0.59657366 -0.8326625 ]
168,MLP,MLPRegressor,PT+clinical,SSL,0.9473410104290126,0.11685637609499902,0.9182350019123422,[-0.98486702 -1.15709525 -0.90522605 -0.83966155 -0.84985519]
169,MLP,GradientBoostingRegressor,PT+clinical,SSL,0.8889083839926567,0.213231225176499,0.7645952329565284,[-1.04629748 -1.20724563 -0.6716778  -0.86122009 -0.65810093]
170,MLP,Lasso,FCT+clinical+CT,SSL,0.8618792613607912,0.3542827617465379,0.7261358439498848,[-1.08477604 -1.25641924 -0.40064301 -0.46969428 -1.09786373]
171,MLP,BaggingRegressor,FCT+clinical+CT,SSL,0.9225208599959768,0.39517850490760587,0.8073281149459787,[-1.05070281 -1.12417026 -0.40547109 -0.54769047 -1.48456968]
172,MLP,KNeighborsRegressor,FCT+clinical+CT,SSL,1.0843364823734762,0.7357032264554451,0.7326026203697527,[-1.06176917 -1.13703207 -0.43401741 -0.3727233  -2.41614047]
173,MLP,AdaBoostRegressor,FCT+clinical+CT,SSL,0.7703229990231419,0.2956390829725635,0.8216047407956774,[-1.03133097 -1.17066277 -0.44230758 -0.45288232 -0.75443135]
174,MLP,LinearRegression,FCT+clinical+CT,SSL,0.9718130697095446,0.37292909877470454,0.731968649528856,[-1.2427011  -1.21845104 -0.54490946 -0.49359481 -1.35940893]
175,MLP,SVR,FCT+clinical+CT,SSL,0.8071551697519178,0.31381542116846356,0.7216842101690288,[-0.95684689 -1.12861563 -0.45737518 -0.40227109 -1.09066705]
176,MLP,DecisionTreeRegressor,FCT+clinical+CT,SSL,1.019586862950786,0.21476606969494605,1.0162717089327225,[-1.15394672 -1.12901329 -0.73179442 -0.79992608 -1.28325381]
177,MLP,RandomForestRegressor,FCT+clinical+CT,SSL,1.0662770833903366,0.574202210626319,0.8367401281523794,[-1.11304129 -1.11415552 -0.55584357 -0.46885324 -2.07949179]
178,MLP,MLPRegressor,FCT+clinical+CT,SSL,1.3775447174604674,0.8332319939850029,0.9043820231405478,[-1.01198355 -1.27827947 -0.78510172 -0.80663606 -3.00572279]
179,MLP,GradientBoostingRegressor,FCT+clinical+CT,SSL,0.8626166523584681,0.30359857271369406,0.784465148799552,[-1.04187818 -1.17358487 -0.50519137 -0.48360188 -1.10882696]
180,MLP,Lasso,FPT+clinical+PT,SSL,1.0761674581666298,0.11990698405329091,0.8600455495471631,[-1.09556567 -1.26917145 -0.89230753 -1.05690686 -1.06688578]
181,MLP,BaggingRegressor,FPT+clinical+PT,SSL,0.9821799121687957,0.2711000559111321,1.027785986295918,[-1.17999398 -1.35705164 -0.71919565 -0.63931486 -1.01534343]
182,MLP,KNeighborsRegressor,FPT+clinical+PT,SSL,1.1743580608225432,0.17674642904044569,0.8834722680284258,[-1.33906957 -1.29489266 -0.86182279 -1.27879743 -1.09720785]
183,MLP,AdaBoostRegressor,FPT+clinical+PT,SSL,1.356959193340759,0.3543937514448166,0.9595260469095276,[-1.74457077 -1.35933127 -0.94859153 -0.97194747 -1.76035493]
184,MLP,LinearRegression,FPT+clinical+PT,SSL,1.2394747392098338,0.15425959730373726,0.8697574465546101,[-1.17062457 -1.26055712 -1.10279552 -1.13408277 -1.52931371]
185,MLP,SVR,FPT+clinical+PT,SSL,0.9727556768539651,0.18222358414393916,0.7642479326699964,[-1.07118766 -1.22206833 -0.84980731 -0.69634758 -1.02436751]
186,MLP,DecisionTreeRegressor,FPT+clinical+PT,SSL,1.1715835015211242,0.20099818566473207,1.2091077049530468,[-1.07159999 -1.34954565 -1.34878445 -0.82447647 -1.26351095]
187,MLP,RandomForestRegressor,FPT+clinical+PT,SSL,1.173933154793313,0.17492791261080445,0.935372568583831,[-1.31679001 -1.31529967 -1.00464946 -0.91981163 -1.313115  ]
188,MLP,MLPRegressor,FPT+clinical+PT,SSL,1.0648946208009478,0.28320181833002794,1.351511669382842,[-1.43724137 -1.32921893 -0.82302982 -0.70005145 -1.03493153]
189,MLP,GradientBoostingRegressor,FPT+clinical+PT,SSL,0.998000214670102,0.14779917094496398,0.7658726377124894,[-1.07676002 -1.22435372 -0.93769247 -0.97094432 -0.78025056]
190,MLP,Lasso,SCT+clinical+CT,SSL,0.7663727697641882,0.3313743919866772,0.7787240974909103,[-1.14489957 -1.19426514 -0.55867616 -0.47922379 -0.45479919]
191,MLP,BaggingRegressor,SCT+clinical+CT,SSL,0.8869907703137505,0.23143906654011545,0.786787856227946,[-1.12222223 -1.18925349 -0.79522371 -0.74587711 -0.58237731]
192,MLP,KNeighborsRegressor,SCT+clinical+CT,SSL,0.7651838761460334,0.3177856000912693,0.8560095745104765,[-1.12110355 -1.17976987 -0.57881904 -0.45035414 -0.49587278]
193,MLP,AdaBoostRegressor,SCT+clinical+CT,SSL,0.8256108051886388,0.2852466232940275,0.7433087888912739,[-1.14183583 -1.19930214 -0.52737961 -0.60207145 -0.657465  ]
194,MLP,LinearRegression,SCT+clinical+CT,SSL,0.8333125153235825,0.27112191109928396,0.7987723167229098,[-1.13499394 -1.19365249 -0.60205517 -0.60343786 -0.63242311]
195,MLP,SVR,SCT+clinical+CT,SSL,0.8063145318202356,0.2846553747691281,0.7741289167845984,[-1.07943916 -1.21564571 -0.57083195 -0.64467354 -0.5209823 ]
196,MLP,DecisionTreeRegressor,SCT+clinical+CT,SSL,0.9877534663658782,0.36862803973985275,0.7547851401232796,[-1.22785609 -1.5423684  -0.79687624 -0.90428293 -0.46738368]
197,MLP,RandomForestRegressor,SCT+clinical+CT,SSL,0.8263239801837093,0.33098717852633064,0.7715977528338627,[-1.15867491 -1.29282167 -0.5881385  -0.59975772 -0.49222709]
198,MLP,MLPRegressor,SCT+clinical+CT,SSL,0.7856538209516297,0.42938820419178664,0.9950703459818697,[-1.29470474 -1.29365003 -0.64593136 -0.334612   -0.35937097]
199,MLP,GradientBoostingRegressor,SCT+clinical+CT,SSL,0.8199906316746148,0.27904773417234546,0.7726450085457067,[-1.08183826 -1.22410103 -0.53892944 -0.67444965 -0.58063478]
200,MLP,Lasso,SPT+clinical+PT,SSL,0.9747704202642801,0.2572367524544893,0.7906061914527607,[-1.08624927 -1.22095576 -0.58622868 -0.75958225 -1.22083614]
201,MLP,BaggingRegressor,SPT+clinical+PT,SSL,0.8714511136740685,0.2494628543447606,0.7483510234525075,[-1.02470454 -1.27400037 -0.66773909 -0.59018328 -0.80062829]
202,MLP,KNeighborsRegressor,SPT+clinical+PT,SSL,0.8557034949254639,0.265645733883569,0.9279207407937833,[-1.10677436 -1.2014003  -0.58017942 -0.54882305 -0.84134035]
203,MLP,AdaBoostRegressor,SPT+clinical+PT,SSL,0.9337515192835444,0.24055840533057438,0.7031621829694512,[-1.01678698 -1.30692204 -0.80744056 -0.57798893 -0.95961909]
204,MLP,LinearRegression,SPT+clinical+PT,SSL,1.0169830291129132,0.20039748847491942,0.6934850440659027,[-1.08896113 -1.21100681 -0.70493396 -0.86747416 -1.21253909]
205,MLP,SVR,SPT+clinical+PT,SSL,0.9255619121601539,0.26439342174400415,0.7419487064503466,[-1.06347999 -1.23142144 -0.59990434 -0.61758531 -1.11541848]
206,MLP,DecisionTreeRegressor,SPT+clinical+PT,SSL,0.9391596154928493,0.25293830101053516,0.676547559996712,[-1.16567622 -1.24280458 -0.78766437 -0.5476706  -0.95198231]
207,MLP,RandomForestRegressor,SPT+clinical+PT,SSL,0.8813451770866138,0.2435844367449334,0.7762415611668714,[-1.10933865 -1.23933644 -0.71489427 -0.65135578 -0.69180074]
208,MLP,MLPRegressor,SPT+clinical+PT,SSL,0.7391911504448798,0.40521220506222877,1.0760436349396083,[-1.12088027 -1.33194172 -0.47931214 -0.35836019 -0.40546144]
209,MLP,GradientBoostingRegressor,SPT+clinical+PT,SSL,1.0047282629881606,0.2365274847949745,0.7820967861122352,[-1.07361208 -1.21110227 -0.68215023 -0.77618324 -1.2805935 ]
210,MLP,Lasso,CPT+clinical+PT,SSL,0.8463728921456448,0.2569580242654304,0.7964204565541118,[-1.0902926  -1.21960799 -0.59525321 -0.68869225 -0.63801841]
211,MLP,BaggingRegressor,CPT+clinical+PT,SSL,0.853917232050175,0.2774203496156154,0.8528511557137035,[-1.14338771 -1.21139011 -0.78815138 -0.56005466 -0.56660229]
212,MLP,KNeighborsRegressor,CPT+clinical+PT,SSL,0.6847759887748966,0.28372951230829224,0.8363335152592845,[-0.99363124 -1.06593712 -0.43386601 -0.43005339 -0.50039219]
213,MLP,AdaBoostRegressor,CPT+clinical+PT,SSL,0.9831078609241495,0.1664848967892676,0.7671797529241882,[-1.06194085 -1.24726976 -0.7470702  -0.90558497 -0.95367353]
214,MLP,LinearRegression,CPT+clinical+PT,SSL,1.0545102583276145,0.11778514662086861,0.7143642989455867,[-1.04799342 -1.2333227  -0.89319264 -0.97396558 -1.12407695]
215,MLP,SVR,CPT+clinical+PT,SSL,1.0574934926974382,0.12631385227064512,0.7659254845503225,[-1.08321316 -1.22266832 -0.96043733 -0.8727175  -1.14843115]
216,MLP,DecisionTreeRegressor,CPT+clinical+PT,SSL,1.2589611948894326,0.2238391641216819,1.2005615510969059,[-1.07873645 -1.62296097 -1.23370586 -1.36988677 -0.98951593]
217,MLP,RandomForestRegressor,CPT+clinical+PT,SSL,0.974005434257873,0.17031887900832923,0.7818248438343256,[-1.03924731 -1.24455453 -0.73999813 -0.86126737 -0.98495983]
218,MLP,MLPRegressor,CPT+clinical+PT,SSL,0.8275498591581698,0.46452996793613943,0.9986191425725774,[-1.16111905 -1.57177749 -0.45261136 -0.36163599 -0.5906054 ]
219,MLP,GradientBoostingRegressor,CPT+clinical+PT,SSL,0.7800044075753593,0.30627987139855173,0.7894541108055503,[-1.08289123 -1.21549535 -0.59124211 -0.52726723 -0.48312611]
220,MLP,Lasso,CCT+clinical+CT,SSL,0.8786140125371922,0.2572641144224094,0.7374596516279361,[-1.07401437 -1.24286261 -0.51019417 -0.83799179 -0.72800713]
221,MLP,BaggingRegressor,CCT+clinical+CT,SSL,1.0429578935258097,0.249116143902051,1.103494374847072,[-1.27237803 -1.29205972 -0.60388899 -0.99122223 -1.05524049]
222,MLP,KNeighborsRegressor,CCT+clinical+CT,SSL,0.926044051806047,0.2152188792438125,0.7963211425295227,[-1.15004852 -1.22303781 -0.78242889 -0.71110151 -0.76360353]
223,MLP,AdaBoostRegressor,CCT+clinical+CT,SSL,0.9230277192925227,0.3027926579389279,0.7690888445789673,[-1.1448851  -1.32266556 -0.45692713 -0.74492532 -0.94573549]
224,MLP,LinearRegression,CCT+clinical+CT,SSL,0.8728214894541416,0.42904838194521616,0.7309292144379234,[-1.09495068 -1.6116629  -0.46682163 -0.65169398 -0.53897826]
225,MLP,SVR,CCT+clinical+CT,SSL,0.9235146839788385,0.2269217092951204,0.7288788861314381,[-1.07512948 -1.26159303 -0.6227485  -0.90611059 -0.75199182]
226,MLP,DecisionTreeRegressor,CCT+clinical+CT,SSL,1.356796420014793,0.21780741904569234,1.0968826417861588,[-1.44920684 -1.72028206 -1.10019867 -1.33075618 -1.18353834]
227,MLP,RandomForestRegressor,CCT+clinical+CT,SSL,0.8110733923370563,0.2860777150131667,0.8154856792503168,[-1.07416657 -1.23719525 -0.57739846 -0.58788943 -0.57871724]
228,MLP,MLPRegressor,CCT+clinical+CT,SSL,0.8624378844323284,0.41701141039311307,1.3146880704338186,[-1.3574463  -1.38693423 -0.50426935 -0.56637715 -0.4971624 ]
229,MLP,GradientBoostingRegressor,CCT+clinical+CT,SSL,0.795999878478814,0.3014378865378691,0.7966792977829494,[-1.09556983 -1.21390555 -0.4510328  -0.58187899 -0.63761222]
230,MLP,Lasso,FPT+clinical,SSL,1.2248553752523201,0.3462539662768305,0.7347772763193675,[-1.05065688 -1.25068497 -0.81372171 -1.15611396 -1.85309935]
231,MLP,BaggingRegressor,FPT+clinical,SSL,1.0576290233167496,0.26403104918443204,1.0256839006257634,[-1.17374865 -1.48525285 -0.70467697 -0.89353019 -1.03093647]
232,MLP,KNeighborsRegressor,FPT+clinical,SSL,0.9595700873749253,0.2442725991075945,0.8200710157849473,[-1.10425667 -1.32867078 -0.84064786 -0.60549419 -0.91878093]
233,MLP,AdaBoostRegressor,FPT+clinical,SSL,1.1548062973684114,0.2550506666188672,1.1864874617227428,[-1.16115941 -1.32824043 -0.74444565 -1.04631124 -1.49387475]
234,MLP,LinearRegression,FPT+clinical,SSL,1.2916298759325862,0.38995444181623773,0.7579204108319588,[-1.02586338 -1.36798472 -0.85617726 -1.2174008  -1.99072322]
235,MLP,SVR,FPT+clinical,SSL,1.206069358105194,0.20191206532096348,0.770951402727328,[-1.03634033 -1.23321017 -0.9238652  -1.37137853 -1.46555256]
236,MLP,DecisionTreeRegressor,FPT+clinical,SSL,1.2285883171871173,0.234428500872838,1.1776643766019803,[-1.42546268 -1.54275056 -0.90659859 -1.22288898 -1.04524078]
237,MLP,RandomForestRegressor,FPT+clinical,SSL,0.9838372900273828,0.2540070652709548,1.1325578452805898,[-1.257981   -1.26286978 -0.59013784 -0.87353455 -0.93466328]
238,MLP,MLPRegressor,FPT+clinical,SSL,0.9086994697065007,0.34603761884061396,1.0544381289407307,[-1.28758177 -1.32621362 -0.58578571 -0.49241137 -0.85150488]
239,MLP,GradientBoostingRegressor,FPT+clinical,SSL,1.1837682276478207,0.14706031997429506,0.7865198661288729,[-1.04271565 -1.22476183 -0.9961084  -1.25709353 -1.39816173]
240,MLP,Lasso,CPT+clinical,SSL,0.8947631621091492,0.20140259106720138,0.7882986706505174,[-1.04153668 -1.21123445 -0.72741016 -0.8151381  -0.67849642]
241,MLP,BaggingRegressor,CPT+clinical,SSL,0.7928795298603317,0.3020647988021157,0.794433919823081,[-1.04838253 -1.25777404 -0.57336925 -0.51816396 -0.56670787]
242,MLP,KNeighborsRegressor,CPT+clinical,SSL,0.7119512020699893,0.36596401839150655,0.918763434515483,[-1.06527063 -1.23430486 -0.4098454  -0.33515999 -0.51517513]
243,MLP,AdaBoostRegressor,CPT+clinical,SSL,0.7740476174564914,0.29201006395021306,0.7906727246624893,[-1.0086102  -1.22512894 -0.5544787  -0.6152798  -0.46674045]
244,MLP,LinearRegression,CPT+clinical,SSL,0.7859271933414054,0.3130072749052475,0.8218664274595519,[-1.048163   -1.26568445 -0.54914954 -0.59351983 -0.47311915]
245,MLP,SVR,CPT+clinical,SSL,0.8216477098561503,0.25371685843492436,0.8284180012261368,[-1.06154551 -1.19289757 -0.65368888 -0.60577445 -0.59433213]
246,MLP,DecisionTreeRegressor,CPT+clinical,SSL,0.9001160283906108,0.26162256415165863,0.965498091422288,[-1.05964826 -1.33796212 -0.6731735  -0.76468688 -0.66510938]
247,MLP,RandomForestRegressor,CPT+clinical,SSL,0.6723663422922959,0.37223607761416816,0.893272799454183,[-1.01884563 -1.21918634 -0.38454682 -0.30800042 -0.43125251]
248,MLP,MLPRegressor,CPT+clinical,SSL,0.851170528775236,0.3023400156332452,0.7729139842910847,[-1.14888523 -1.27083865 -0.52307331 -0.5899221  -0.72313335]
249,MLP,GradientBoostingRegressor,CPT+clinical,SSL,0.8713814494957143,0.2107973301950959,0.7889491540574104,[-1.03160021 -1.20221829 -0.77340488 -0.68483028 -0.66485359]
250,MLP,Lasso,SCT+clinical,SSL,1.0913433724087347,0.14381923275671163,0.7909194452698329,[-1.0427517  -1.21001943 -0.88858578 -1.02154959 -1.29381037]
251,MLP,BaggingRegressor,SCT+clinical,SSL,1.0631601460003157,0.11350934424494756,0.8176669440791298,[-1.12882283 -1.25647655 -0.98745464 -0.96120083 -0.98184588]
252,MLP,KNeighborsRegressor,SCT+clinical,SSL,0.9640109011446946,0.1778818314301527,0.9867244532059282,[-1.00011418 -1.25771591 -0.71417634 -0.873882   -0.97416607]
253,MLP,AdaBoostRegressor,SCT+clinical,SSL,0.8869516703066809,0.19818532673786643,0.8028499424884892,[-0.99206185 -1.21943115 -0.66980631 -0.81763435 -0.7358247 ]
254,MLP,LinearRegression,SCT+clinical,SSL,1.068858755952603,0.13135780265171718,0.7758906304878562,[-1.03047682 -1.21257885 -1.09134228 -0.8384081  -1.17148774]
255,MLP,SVR,SCT+clinical,SSL,0.9940871136416837,0.16922559034114287,0.7375696632784849,[-1.03527897 -1.25420368 -0.72464179 -0.95917276 -0.99713836]
256,MLP,DecisionTreeRegressor,SCT+clinical,SSL,1.1446306143261142,0.21835090886882677,1.0551442048554618,[-1.43316843 -1.38390246 -0.96741015 -0.91925096 -1.01942107]
257,MLP,RandomForestRegressor,SCT+clinical,SSL,0.8579766852954803,0.3088958799335101,0.9237940153785681,[-1.19358032 -1.26967074 -0.68457656 -0.56066643 -0.58138938]
258,MLP,MLPRegressor,SCT+clinical,SSL,0.8010156793433758,0.2352162257976477,1.2127166732626846,[-0.96835916 -1.17951209 -0.55899279 -0.63118344 -0.66703091]
259,MLP,GradientBoostingRegressor,SCT+clinical,SSL,1.0716100213052875,0.06886013832371105,0.8194106656717624,[-1.04584564 -1.18917898 -1.03125166 -0.98989506 -1.10187877]
260,MLP,Lasso,CCT+clinical,SSL,0.8470805998914906,0.2424985466928075,0.7995967742225262,[-1.04438106 -1.18559303 -0.56850158 -0.84056747 -0.59635985]
261,MLP,BaggingRegressor,CCT+clinical,SSL,1.056650004710318,0.21513892228767864,1.0347253776038432,[-1.03780179 -1.26443321 -0.76935757 -1.33001684 -0.8816406 ]
262,MLP,KNeighborsRegressor,CCT+clinical,SSL,0.8339019364618473,0.2894031651494468,0.715333379570616,[-0.94019747 -1.33709612 -0.60820858 -0.76382436 -0.52018315]
263,MLP,AdaBoostRegressor,CCT+clinical,SSL,0.8745223053952568,0.35142967790574703,0.8792331553753794,[-1.04389913 -1.48780695 -0.5606332  -0.68654411 -0.59372814]
264,MLP,LinearRegression,CCT+clinical,SSL,0.797140819565633,0.32825748079211015,0.8027113169800556,[-1.04386134 -1.31217484 -0.50116202 -0.65523877 -0.47326713]
265,MLP,SVR,CCT+clinical,SSL,0.8784114731772391,0.31986141651200667,0.800417009955994,[-1.01875495 -1.4311177  -0.56223841 -0.77770215 -0.60224415]
266,MLP,DecisionTreeRegressor,CCT+clinical,SSL,0.9396018680128332,0.3273083326143182,1.076394190859348,[-1.13522991 -1.41992468 -0.72403235 -0.94839622 -0.47042618]
267,MLP,RandomForestRegressor,CCT+clinical,SSL,0.8525545118868546,0.35232382080254787,0.7114185389432722,[-1.10048945 -1.40173395 -0.51782919 -0.76037029 -0.48234968]
268,MLP,MLPRegressor,CCT+clinical,SSL,0.7928704809502156,0.4014341467861835,0.8200435321052619,[-1.12584311 -1.41388651 -0.52242991 -0.48615417 -0.4160387 ]
269,MLP,GradientBoostingRegressor,CCT+clinical,SSL,0.856706239766966,0.2414745594360727,0.8223752177687231,[-1.05392123 -1.20448085 -0.55336259 -0.80832336 -0.66344318]
270,MLP,Lasso,FCT+clinical,SSL,0.9007926083066892,0.2365611953680153,0.8493079897919941,[-1.07512071 -1.20121516 -0.59215077 -0.65945657 -0.97601983]
271,MLP,BaggingRegressor,FCT+clinical,SSL,0.8060471191520353,0.24414239201444413,1.152126234262357,[-0.82797495 -1.11423896 -0.56491062 -0.49654734 -1.02656373]
272,MLP,KNeighborsRegressor,FCT+clinical,SSL,0.7375631398207585,0.3344447547385033,0.8349087948683019,[-0.80393922 -1.09188865 -0.38571792 -0.3138096  -1.0924603 ]
273,MLP,AdaBoostRegressor,FCT+clinical,SSL,0.828220870914149,0.29232880105863857,0.9210608820725783,[-0.89263988 -1.27332433 -0.53619291 -0.47855716 -0.96039008]
274,MLP,LinearRegression,FCT+clinical,SSL,1.0740162144889938,0.33364753558426363,0.7944503502850868,[-1.02342958 -1.28844204 -0.6564273  -0.8126315  -1.58915064]
275,MLP,SVR,FCT+clinical,SSL,0.9601561123762401,0.2682334523394742,0.7832565771732575,[-1.03467877 -1.20216422 -0.54178004 -0.77087093 -1.2512866 ]
276,MLP,DecisionTreeRegressor,FCT+clinical,SSL,1.0404506936647118,0.25983339380783865,0.8135459141592349,[-0.98713179 -1.40700898 -0.89521523 -0.66908739 -1.24381007]
277,MLP,RandomForestRegressor,FCT+clinical,SSL,0.7539021542070676,0.3576859020332944,0.9780531019101911,[-0.88919264 -1.0987303  -0.37819606 -0.27986654 -1.12352524]
278,MLP,MLPRegressor,FCT+clinical,SSL,0.5935818634074196,0.27670818157846716,0.9799684368049582,[-0.75791    -1.05188472 -0.46844235 -0.28834249 -0.40132975]
279,MLP,GradientBoostingRegressor,FCT+clinical,SSL,0.8981878072682195,0.20130382267974967,0.8019841925949199,[-1.02435168 -1.19525156 -0.63290945 -0.73088041 -0.90754593]
280,MLP,Lasso,SPT+clinical,SSL,1.0696903375389266,0.10582083648353727,0.7708511049758161,[-1.03708159 -1.21932332 -0.89617768 -1.11836459 -1.0775045 ]
281,MLP,BaggingRegressor,SPT+clinical,SSL,0.8116341505145762,0.23987799750494365,0.9187333224865389,[-0.97572046 -1.1827888  -0.73636499 -0.50557359 -0.65772291]
282,MLP,KNeighborsRegressor,SPT+clinical,SSL,0.891499613493617,0.15959880097519374,0.8062760778706071,[-0.95173015 -1.13631687 -0.81599628 -0.65073215 -0.90272262]
283,MLP,AdaBoostRegressor,SPT+clinical,SSL,0.9858062350957064,0.14591905479645362,0.740023736568587,[-1.0736752  -1.214113   -0.80435465 -0.87039762 -0.9664907 ]
284,MLP,LinearRegression,SPT+clinical,SSL,1.0914590610456298,0.181561720650823,0.7433281465549267,[-1.02646219 -1.35271945 -0.95536874 -0.87162168 -1.25112325]
285,MLP,SVR,SPT+clinical,SSL,0.8622480272320839,0.1791081511872403,0.8170791049067333,[-1.03827403 -1.11580213 -0.68927104 -0.76771179 -0.70018115]
286,MLP,DecisionTreeRegressor,SPT+clinical,SSL,0.9403455548966824,0.1412937659879862,1.3231249853221994,[-1.14747791 -1.01221809 -0.93123523 -0.71808954 -0.892707  ]
287,MLP,RandomForestRegressor,SPT+clinical,SSL,0.8596347832804143,0.19062620025933016,0.9167271468412934,[-1.04328767 -1.12043293 -0.80431228 -0.64081564 -0.68932539]
288,MLP,MLPRegressor,SPT+clinical,SSL,0.7741188862956578,0.40148372803732457,1.0816875344833208,[-1.23518277 -1.2716529  -0.61569157 -0.39121236 -0.35685483]
289,MLP,GradientBoostingRegressor,SPT+clinical,SSL,1.0798777353629312,0.13472049514182985,0.8489743312892644,[-1.07952283 -1.20156417 -1.0393167  -0.85103399 -1.22795098]
