,ALG,DATASET,method,vMAE,vSTD,eMAE,vs
241,BaggingRegressor,CPT+clinical,SL,1.2014454337899543,0.17339511862388296,0.9181917808219178,[-1.46167808 -1.17604452 -0.94604452 -1.30261986 -1.12084018]
242,KNeighborsRegressor,CPT+clinical,SL,1.2723333333333335,0.20268641294908393,0.9186149162861493,[-1.51971081 -0.96841705 -1.21229072 -1.47458143 -1.18666667]
243,AdaBoostRegressor,CPT+clinical,SL,1.1942559205267556,0.11790313278686933,0.8184233670084392,[-1.28947916 -1.05548086 -1.05227119 -1.33066015 -1.24338824]
244,LinearRegression,CPT+clinical,SL,1.2187599921932888,0.20733750644608248,0.8461333668849719,[-1.25528404 -0.9998828  -1.09719805 -1.59956626 -1.14186881]
245,SVR,CPT+clinical,SL,1.082808226393437,0.1435514695610752,0.7691213441473352,[-1.21513247 -0.94024954 -0.91193063 -1.27236551 -1.07436298]
246,DecisionTreeRegressor,CPT+clinical,SL,1.334669804814668,0.16259352065373156,0.9489822620302071,[-1.29836461 -1.33210726 -1.22538324 -1.64106164 -1.17643227]
247,RandomForestRegressor,CPT+clinical,SL,1.2131022712466695,0.14215658128750797,0.9290551011002156,[-1.38344188 -1.0752444  -1.0268122  -1.34696958 -1.23304329]
248,MLPRegressor,CPT+clinical,SL,1.3180716141419935,0.22211513185132573,0.841090978691114,[-1.5974423  -0.94580883 -1.26319561 -1.3021809  -1.48173044]
249,Lasso,CPT+clinical,SL,1.1038208849749946,0.1571901470961081,0.8326703658748047,[-1.281197   -0.9184252  -0.92964775 -1.26832192 -1.12151256]
250,GradientBoostingRegressor,SCT+clinical,SL,1.0968912602919145,0.16538853726814595,0.8295169113144614,[-1.28002755 -0.89150315 -0.92268988 -1.27061824 -1.11961748]
251,BaggingRegressor,SCT+clinical,SL,1.3317079908675802,0.2882256696480106,0.9247808219178083,[-1.59244863 -0.87386986 -1.21416096 -1.68196918 -1.29609132]
252,KNeighborsRegressor,SCT+clinical,SL,1.1202331303906647,0.17745420670388815,0.8391171993911721,[-1.29973364 -0.88380898 -1.02589422 -1.35237823 -1.03935058]
253,AdaBoostRegressor,SCT+clinical,SL,1.2147499217976316,0.14011345861272084,0.7809285140488667,[-1.31950675 -1.00061976 -1.11344296 -1.3867121  -1.25346804]
254,LinearRegression,SCT+clinical,SL,1.1342855487402397,0.13237241606516836,0.8210770372685493,[-1.25019585 -0.90477389 -1.06548657 -1.21732349 -1.23364794]
255,SVR,SCT+clinical,SL,1.0793238172257218,0.1456252560136816,0.7690986694164298,[-1.21491039 -0.93148834 -0.9117389  -1.27301866 -1.0654628 ]
256,DecisionTreeRegressor,SCT+clinical,SL,1.466187801774049,0.12335561859571055,1.339012745245622,[-1.63896082 -1.3296455  -1.32051451 -1.53467829 -1.50713989]
257,RandomForestRegressor,SCT+clinical,SL,1.253591780821918,0.09848126105671426,0.9268630136986303,[-1.3102226  -1.1772774  -1.31657534 -1.36339041 -1.10049315]
258,MLPRegressor,SCT+clinical,SL,1.505616138681259,0.2570195685310891,1.55448276960061,[-1.69542735 -1.16863775 -1.58497241 -1.83287802 -1.24616517]
259,Lasso,SCT+clinical,SL,1.1038208849749946,0.1571901470961081,0.8326703658748047,[-1.281197   -0.9184252  -0.92964775 -1.26832192 -1.12151256]
260,GradientBoostingRegressor,CCT+clinical,SL,1.1185440408556897,0.16104839341433355,0.8222175611160282,[-1.28354209 -0.92647073 -0.94275983 -1.30390929 -1.13603827]
261,BaggingRegressor,CCT+clinical,SL,1.295537899543379,0.1680463355698015,1.0213287671232878,[-1.22952055 -1.3614726  -1.03746575 -1.55222603 -1.29700457]
262,KNeighborsRegressor,CCT+clinical,SL,1.2006301369863013,0.1497162199327056,0.8137595129375951,[-1.36288052 -1.01679985 -1.06183409 -1.18124049 -1.38039574]
263,AdaBoostRegressor,CCT+clinical,SL,1.264330760040346,0.22320780297749487,0.8429607619364015,[-1.26169235 -1.1155418  -1.11795798 -1.69712874 -1.12933293]
264,LinearRegression,CCT+clinical,SL,1.1503491393668512,0.1303913097604254,0.8456211348036484,[-1.28450835 -0.96167335 -1.02648779 -1.24851715 -1.23055905]
265,SVR,CCT+clinical,SL,1.0758669524319513,0.15286852039014298,0.8009273641580901,[-1.22097157 -0.93511874 -0.87526743 -1.2647703  -1.08320672]
266,DecisionTreeRegressor,CCT+clinical,SL,1.3891326210827781,0.27441395947318503,1.0745781524411662,[-1.43438356 -1.12152397 -1.197062   -1.89641888 -1.29627468]
267,RandomForestRegressor,CCT+clinical,SL,1.3176270141072695,0.1297288795764237,0.852951687957842,[-1.42293773 -1.15613601 -1.18826669 -1.49111741 -1.32967724]
268,MLPRegressor,CCT+clinical,SL,1.4646332970785463,0.1560666823053382,1.006278902172919,[-1.36216984 -1.40133857 -1.28700881 -1.5447474  -1.72790186]
269,Lasso,CCT+clinical,SL,1.0940027800096481,0.16302244218757606,0.8167302076710439,[-1.26746272 -0.91130758 -0.88654741 -1.24043057 -1.16426563]
270,GradientBoostingRegressor,FCT+clinical,SL,1.1108059366726173,0.15710989200464467,0.8470862742300641,[-1.27363412 -0.91074107 -0.95145724 -1.28708487 -1.13111237]
271,BaggingRegressor,FCT+clinical,SL,1.1838388127853883,0.21926182882470488,1.2042876712328767,[-1.12494863 -1.05696918 -0.87575342 -1.47523973 -1.38628311]
272,KNeighborsRegressor,FCT+clinical,SL,1.1006111111111112,0.17799079906136395,0.8975799086757992,[-1.21223364 -0.89533866 -0.90258752 -1.35146499 -1.14143075]
273,AdaBoostRegressor,FCT+clinical,SL,1.1500898334521992,0.2185068098943007,0.9142452456473101,[-1.13225105 -0.86750958 -0.95776667 -1.38722309 -1.40569877]
274,LinearRegression,FCT+clinical,SL,1.1236834793498678,0.16422826220558703,0.8319952003546456,[-1.28181345 -0.9184252  -0.92989665 -1.26806984 -1.22021226]
275,SVR,FCT+clinical,SL,1.0791204325893595,0.14371817744384974,0.77707131575693,[-1.21253756 -0.93321809 -0.90906021 -1.26684276 -1.07394355]
276,DecisionTreeRegressor,FCT+clinical,SL,1.3870030172799714,0.20427641478758068,1.4145184723951847,[-1.24989155 -1.20325342 -1.23505238 -1.52041286 -1.72640487]
277,RandomForestRegressor,FCT+clinical,SL,1.142678249085135,0.21858686559475335,1.0582178704894702,[-1.04157022 -0.90861932 -0.98334789 -1.50447977 -1.27537403]
278,MLPRegressor,FCT+clinical,SL,1.2897572506008146,0.2770255780315743,0.9524883045094825,[-1.55237724 -0.8232267  -1.18337407 -1.58208531 -1.30772293]
279,Lasso,FCT+clinical,SL,1.1038208849749946,0.1571901470961081,0.8326703658748047,[-1.281197   -0.9184252  -0.92964775 -1.26832192 -1.12151256]
280,GradientBoostingRegressor,SPT+clinical,SL,1.1009270864103864,0.1344468937833531,0.8491653436603939,[-1.25134056 -0.92552367 -0.969357   -1.24012941 -1.1182848 ]
281,BaggingRegressor,SPT+clinical,SL,1.1487312785388128,0.21500079436318825,1.0893835616438357,[-1.39498288 -0.81083904 -1.00099315 -1.32244863 -1.21439269]
282,KNeighborsRegressor,SPT+clinical,SL,1.097128582512429,0.14792011483489348,0.9022306617874524,[-1.14997872 -0.96813236 -0.95318358 -1.35722151 -1.05712675]
283,AdaBoostRegressor,SPT+clinical,SL,1.2016417113421203,0.11956643620415858,0.8809111573945598,[-1.34410159 -1.04401747 -1.21721439 -1.31566945 -1.08720566]
284,LinearRegression,SPT+clinical,SL,1.1470773140276456,0.14110729321600166,0.8056044451629448,[-1.24312345 -0.91314543 -1.06166728 -1.29984683 -1.21760358]
285,SVR,SPT+clinical,SL,1.0577790799884645,0.14724335542274644,0.7979568026901609,[-1.19182421 -0.93217744 -0.89190849 -1.26831535 -1.00466989]
286,DecisionTreeRegressor,SPT+clinical,SL,1.5219672190125957,0.1744364016603888,1.1479981320049812,[-1.73753234 -1.27671789 -1.69909817 -1.40775257 -1.48873512]
287,RandomForestRegressor,SPT+clinical,SL,1.1068920483901104,0.16443551897279182,0.973549221999766,[-1.3211966  -0.86530324 -1.04201045 -1.25891532 -1.04703462]
288,MLPRegressor,SPT+clinical,SL,1.345364651562687,0.15718570859735276,0.9927933547270691,[-1.28002027 -1.26335436 -1.13735211 -1.46769026 -1.57840625]
289,Lasso,SPT+clinical,SL,1.1038208849749946,0.1571901470961081,0.8326703658748047,[-1.281197   -0.9184252  -0.92964775 -1.26832192 -1.12151256]
